pos,eyeDistance,shoulderDistance,eyeShoulderAngle,eyesNoseDistanceDiff,eyesShouldersY,noseEarsY,rawData
0,75.47494131950883,356.5502354767187,0.040093670524984464,0.17549023130356559,221.23515129089358,19.782915115356445,"{""keypoints"": [{""y"": 198.75600814819336, ""x"": 277.88843154907227, ""score"": 0.6015273332595825, ""name"": ""nose""}, {""y"": 159.02591705322263, ""x"": 321.0374069213867, ""score"": 0.8190091848373413, ""name"": ""left_eye""}, {""y"": 156.8976020812988, ""x"": 245.59247970581055, ""score"": 0.8563257455825806, ""name"": ""right_eye""}, {""y"": 179.91559982299805, ""x"": 374.3386459350586, ""score"": 0.789761483669281, ""name"": ""left_ear""}, {""y"": 178.03058624267578, ""x"": 212.1474838256836, ""score"": 0.7655068635940552, ""name"": ""right_ear""}, {""y"": 391.3629913330078, ""x"": 486.5303039550781, ""score"": 0.613371729850769, ""name"": ""left_shoulder""}, {""y"": 367.0308303833008, ""x"": 130.8112907409668, ""score"": 0.6454895734786987, ""name"": ""right_shoulder""}, {""y"": 476.09756469726557, ""x"": 573.7324142456055, ""score"": 0.0802103653550148, ""name"": ""left_elbow""}, {""y"": 544.2472839355469, ""x"": 6.11116349697113, ""score"": 0.15048396587371826, ""name"": ""right_elbow""}, {""y"": 368.4109115600586, ""x"": 398.7693786621094, ""score"": 0.006015816703438759, ""name"": ""left_wrist""}, {""y"": 132.30316162109372, ""x"": 34.048757553100586, ""score"": 0.03531500697135925, ""name"": ""right_wrist""}, {""y"": 482.34733581542963, ""x"": 508.4980773925781, ""score"": 0.08126106858253479, ""name"": ""left_hip""}, {""y"": 495.76217651367176, ""x"": 192.85669326782227, ""score"": 0.02460968680679798, ""name"": ""right_hip""}, {""y"": 383.1467819213867, ""x"": 495.0935363769531, ""score"": 0.011447801254689693, ""name"": ""left_knee""}, {""y"": 472.5999450683594, ""x"": 224.99303817749023, ""score"": 0.1489591896533966, ""name"": ""right_knee""}, {""y"": 385.2689743041992, ""x"": 402.83687591552734, ""score"": 0.020445572212338448, ""name"": ""left_ankle""}, {""y"": 357.09110260009766, ""x"": 356.8037796020508, ""score"": 0.007922149263322353, ""name"": ""right_ankle""}], ""score"": 0.7272845591817584}"
0,76.27110644466322,355.33350145823124,0.03993779453925647,0.12690583565917493,218.54928016662598,25.46796798706052,"{""keypoints"": [{""y"": 204.24512863159177, ""x"": 282.46023178100586, ""score"": 0.6716083884239197, ""name"": ""nose""}, {""y"": 162.11103439331058, ""x"": 323.74080657958984, ""score"": 0.6073705554008484, ""name"": ""left_eye""}, {""y"": 160.12596130371094, ""x"": 247.49553680419922, ""score"": 0.6635674834251404, ""name"": ""right_eye""}, {""y"": 179.55453872680664, ""x"": 377.02354431152344, ""score"": 0.7746663093566895, ""name"": ""left_ear""}, {""y"": 177.9997825622559, ""x"": 211.4329719543457, ""score"": 0.7548192143440247, ""name"": ""right_ear""}, {""y"": 391.3794708251953, ""x"": 485.9276580810547, ""score"": 0.6189074516296387, ""name"": ""left_shoulder""}, {""y"": 367.9560852050781, ""x"": 131.3670253753662, ""score"": 0.631658673286438, ""name"": ""right_shoulder""}, {""y"": 476.55349731445307, ""x"": 572.9972076416016, ""score"": 0.07225719094276428, ""name"": ""left_elbow""}, {""y"": 545.1227569580078, ""x"": 6.691574454307556, ""score"": 0.12827062606811523, ""name"": ""right_elbow""}, {""y"": 387.6233673095703, ""x"": 405.27008056640625, ""score"": 0.00745678786188364, ""name"": ""left_wrist""}, {""y"": 12.231292724609371, ""x"": 261.35318756103516, ""score"": 0.07070107758045197, ""name"": ""right_wrist""}, {""y"": 482.35595703124994, ""x"": 507.70362854003906, ""score"": 0.08246361464262009, ""name"": ""left_hip""}, {""y"": 500.58853149414057, ""x"": 208.19501876831055, ""score"": 0.03273289278149605, ""name"": ""right_hip""}, {""y"": 399.89356994628906, ""x"": 500.70152282714844, ""score"": 0.02042115293443203, ""name"": ""left_knee""}, {""y"": 471.1777877807617, ""x"": 225.164794921875, ""score"": 0.1491224467754364, ""name"": ""right_knee""}, {""y"": 403.95195007324213, ""x"": 418.7662124633789, ""score"": 0.022261403501033783, ""name"": ""left_ankle""}, {""y"": 397.93548583984375, ""x"": 358.4474182128906, ""score"": 0.011393514461815357, ""name"": ""right_ankle""}], ""score"": 0.674656867980957}"
0,73.99875243811483,352.38343753250535,0.014419427573209997,0.14673786227950172,222.23281860351562,19.077186584472656,"{""keypoints"": [{""y"": 204.1182518005371, ""x"": 293.4684371948242, ""score"": 0.6853502988815308, ""name"": ""nose""}, {""y"": 162.62670516967776, ""x"": 335.8583450317383, ""score"": 0.5948796272277832, ""name"": ""left_eye""}, {""y"": 158.0076026916504, ""x"": 262.00389862060547, ""score"": 0.7692610025405884, ""name"": ""right_eye""}, {""y"": 188.35596084594727, ""x"": 388.4836959838867, ""score"": 0.7666743993759155, ""name"": ""left_ear""}, {""y"": 181.72616958618164, ""x"": 225.39155960083008, ""score"": 0.7416231036186218, ""name"": ""right_ear""}, {""y"": 396.0824966430664, ""x"": 492.28355407714844, ""score"": 0.6566474437713623, ""name"": ""left_shoulder""}, {""y"": 369.01744842529297, ""x"": 140.9410285949707, ""score"": 0.6475470066070557, ""name"": ""right_shoulder""}, {""y"": 478.4088897705078, ""x"": 575.7220458984375, ""score"": 0.05284756422042847, ""name"": ""left_elbow""}, {""y"": 544.2139053344725, ""x"": 6.23998761177063, ""score"": 0.1501641571521759, ""name"": ""right_elbow""}, {""y"": 380.1169967651367, ""x"": 403.2902145385742, ""score"": 0.004678486380726099, ""name"": ""left_wrist""}, {""y"": 321.41056060791016, ""x"": 137.7617073059082, ""score"": 0.0039223432540893555, ""name"": ""right_wrist""}, {""y"": 486.5815353393554, ""x"": 516.420783996582, ""score"": 0.05632409453392029, ""name"": ""left_hip""}, {""y"": 501.63784027099604, ""x"": 208.73395919799805, ""score"": 0.026782482862472534, ""name"": ""right_hip""}, {""y"": 400.04146575927734, ""x"": 509.81849670410156, ""score"": 0.01395359169691801, ""name"": ""left_knee""}, {""y"": 470.7552337646484, ""x"": 243.96438598632812, ""score"": 0.11967562139034271, ""name"": ""right_knee""}, {""y"": 407.30346679687494, ""x"": 427.5918197631836, ""score"": 0.015516003593802452, ""name"": ""left_ankle""}, {""y"": 390.90282440185547, ""x"": 367.0722198486328, ""score"": 0.008324963040649891, ""name"": ""right_ankle""}], ""score"": 0.6945689831461225}"
1,87.02739406404349,345.4685403861569,0.03149461651605382,0.19218166838933678,178.46881866455078,28.26972961425784,"{""keypoints"": [{""y"": 253.89865875244143, ""x"": 269.19198989868164, ""score"": 0.6202002167701721, ""name"": ""nose""}, {""y"": 207.9122352600098, ""x"": 320.4619598388672, ""score"": 0.7501553893089294, ""name"": ""left_eye""}, {""y"": 204.11741256713864, ""x"": 233.51734161376953, ""score"": 0.8415336608886719, ""name"": ""right_eye""}, {""y"": 232.37594604492188, ""x"": 383.2352066040039, ""score"": 0.8075044751167297, ""name"": ""left_ear""}, {""y"": 218.88191223144534, ""x"": 198.7790298461914, ""score"": 0.6227072477340698, ""name"": ""right_ear""}, {""y"": 397.4460983276367, ""x"": 485.1696014404297, ""score"": 0.5982530117034912, ""name"": ""left_shoulder""}, {""y"": 371.5211868286133, ""x"": 140.67517280578613, ""score"": 0.6874816417694092, ""name"": ""right_shoulder""}, {""y"": 478.32340240478516, ""x"": 574.0171051025391, ""score"": 0.07826001942157745, ""name"": ""left_elbow""}, {""y"": 541.4129638671874, ""x"": 7.819846868515015, ""score"": 0.20169581472873688, ""name"": ""right_elbow""}, {""y"": 455.99922180175776, ""x"": 395.27565002441406, ""score"": 0.009521874599158764, ""name"": ""left_wrist""}, {""y"": 554.7723388671874, ""x"": -4.855258464813232, ""score"": 0.05018524453043938, ""name"": ""right_wrist""}, {""y"": 570.6037139892578, ""x"": 458.7124252319336, ""score"": 0.04606568440794945, ""name"": ""left_hip""}, {""y"": 482.9253387451171, ""x"": 158.97417068481445, ""score"": 0.016618702560663223, ""name"": ""right_hip""}, {""y"": 400.84571838378906, ""x"": 487.64564514160156, ""score"": 0.014064991846680641, ""name"": ""left_knee""}, {""y"": 474.58160400390625, ""x"": 224.29636001586914, ""score"": 0.0942174568772316, ""name"": ""right_knee""}, {""y"": 347.7909469604492, ""x"": 346.50779724121094, ""score"": 0.021080100908875465, ""name"": ""left_ankle""}, {""y"": 324.2844772338867, ""x"": 311.149959564209, ""score"": 0.03614925220608711, ""name"": ""right_ankle""}], ""score"": 0.6411914322525263}"
1,115.64833096025113,374.83866877941125,0.0014117789233467873,0.12342572615818392,142.06939697265628,72.93963432312012,"{""keypoints"": [{""y"": 317.1650695800781, ""x"": 261.4456367492676, ""score"": 0.35772570967674255, ""name"": ""nose""}, {""y"": 243.02005767822263, ""x"": 328.80279541015625, ""score"": 0.5659903883934021, ""name"": ""left_eye""}, {""y"": 237.46486663818357, ""x"": 213.2879638671875, ""score"": 0.7367879748344421, ""name"": ""right_eye""}, {""y"": 251.2360763549805, ""x"": 404.82879638671875, ""score"": 0.7368221879005432, ""name"": ""left_ear""}, {""y"": 237.21479415893555, ""x"": 167.79293060302734, ""score"": 0.6429973244667053, ""name"": ""right_ear""}, {""y"": 391.57886505126953, ""x"": 494.20921325683594, ""score"": 0.5013383030891418, ""name"": ""left_shoulder""}, {""y"": 373.0448532104492, ""x"": 119.82903480529785, ""score"": 0.5861548781394958, ""name"": ""right_shoulder""}, {""y"": 555.0817108154296, ""x"": 593.2030487060547, ""score"": 0.03158796206116676, ""name"": ""left_elbow""}, {""y"": 476.5350723266601, ""x"": 13.676490783691406, ""score"": 0.08381302654743195, ""name"": ""right_elbow""}, {""y"": 555.8394241333007, ""x"": 441.1993408203125, ""score"": 0.032109491527080536, ""name"": ""left_wrist""}, {""y"": 459.5808792114257, ""x"": 43.217949867248535, ""score"": 0.02033419907093048, ""name"": ""right_wrist""}, {""y"": 470.4071807861328, ""x"": 390.8375930786133, ""score"": 0.058864571154117584, ""name"": ""left_hip""}, {""y"": 433.1064224243164, ""x"": 145.8458137512207, ""score"": 0.0695316269993782, ""name"": ""right_hip""}, {""y"": 464.40010070800776, ""x"": 507.8197479248047, ""score"": 0.06384829431772232, ""name"": ""left_knee""}, {""y"": 439.73648071289057, ""x"": 178.89532089233398, ""score"": 0.15451475977897644, ""name"": ""right_knee""}, {""y"": 375.8589172363281, ""x"": 374.49520111083984, ""score"": 0.06287993490695953, ""name"": ""left_ankle""}, {""y"": 368.64933013916016, ""x"": 215.2879524230957, ""score"": 0.05103330314159393, ""name"": ""right_ankle""}], ""score"": 0.5896881095000676}"
1,114.7882391932434,373.64934083086456,0.01193122968502666,0.12631593531100765,142.25097656250003,72.33496665954593,"{""keypoints"": [{""y"": 316.19476318359375, ""x"": 262.85560607910156, ""score"": 0.33802682161331177, ""name"": ""nose""}, {""y"": 241.24542236328122, ""x"": 334.3138885498047, ""score"": 0.6532692909240723, ""name"": ""left_eye""}, {""y"": 234.3717575073242, ""x"": 219.73163604736328, ""score"": 0.606066882610321, ""name"": ""right_eye""}, {""y"": 254.61349487304685, ""x"": 407.8025436401367, ""score"": 0.7408202886581421, ""name"": ""left_ear""}, {""y"": 233.1060981750488, ""x"": 173.30202102661133, ""score"": 0.7392699122428894, ""name"": ""right_ear""}, {""y"": 389.0210723876953, ""x"": 492.5482940673828, ""score"": 0.5929768681526184, ""name"": ""left_shoulder""}, {""y"": 371.09806060791016, ""x"": 119.32906150817871, ""score"": 0.640505850315094, ""name"": ""right_shoulder""}, {""y"": 543.9520263671875, ""x"": 594.5493698120117, ""score"": 0.03042256459593773, ""name"": ""left_elbow""}, {""y"": 474.59320068359375, ""x"": 16.752218008041382, ""score"": 0.10620363056659698, ""name"": ""right_elbow""}, {""y"": 559.0958404541014, ""x"": 463.9264678955078, ""score"": 0.02767818607389927, ""name"": ""left_wrist""}, {""y"": 462.0759963989258, ""x"": 41.598286628723145, ""score"": 0.021142378449440002, ""name"": ""right_wrist""}, {""y"": 470.2330780029297, ""x"": 389.9061584472656, ""score"": 0.07009536772966385, ""name"": ""left_hip""}, {""y"": 432.99819946289057, ""x"": 145.0476360321045, ""score"": 0.08321704715490341, ""name"": ""right_hip""}, {""y"": 463.7972259521484, ""x"": 521.6306686401367, ""score"": 0.06376687437295914, ""name"": ""left_knee""}, {""y"": 437.3964309692383, ""x"": 171.1256980895996, ""score"": 0.17478978633880615, ""name"": ""right_knee""}, {""y"": 362.9280090332031, ""x"": 389.2491149902344, ""score"": 0.07183147221803665, ""name"": ""left_ankle""}, {""y"": 358.4368896484375, ""x"": 206.10872268676758, ""score"": 0.08689261227846146, ""name"": ""right_ankle""}], ""score"": 0.6158479877880642}"
1,113.0090281185529,370.83004603674334,0.11715923511818407,0.10892513254053285,150.71701049804688,51.21310234069824,"{""keypoints"": [{""y"": 299.04998779296875, ""x"": 273.4251022338867, ""score"": 0.37798911333084106, ""name"": ""nose""}, {""y"": 242.37609863281247, ""x"": 350.9288787841797, ""score"": 0.7542662024497986, ""name"": ""left_eye""}, {""y"": 218.646240234375, ""x"": 240.43935775756836, ""score"": 0.7043113112449646, ""name"": ""right_eye""}, {""y"": 281.19606018066406, ""x"": 415.3794479370117, ""score"": 0.5519112348556519, ""name"": ""left_ear""}, {""y"": 214.47771072387698, ""x"": 195.5491065979004, ""score"": 0.47942864894866943, ""name"": ""right_ear""}, {""y"": 398.70487213134766, ""x"": 494.4833755493164, ""score"": 0.5122489333152771, ""name"": ""left_shoulder""}, {""y"": 363.7514877319336, ""x"": 125.30430793762207, ""score"": 0.6650199294090271, ""name"": ""right_shoulder""}, {""y"": 474.140396118164, ""x"": 583.51318359375, ""score"": 0.09760741889476776, ""name"": ""left_elbow""}, {""y"": 473.20899963378906, ""x"": 21.653590202331543, ""score"": 0.1489546298980713, ""name"": ""right_elbow""}, {""y"": 551.9824600219727, ""x"": 452.16392517089844, ""score"": 0.03438754752278328, ""name"": ""left_wrist""}, {""y"": 458.3240509033203, ""x"": 37.79807090759277, ""score"": 0.03084998019039631, ""name"": ""right_wrist""}, {""y"": 459.6923828125, ""x"": 378.3699035644531, ""score"": 0.09891954064369202, ""name"": ""left_hip""}, {""y"": 420.95760345458984, ""x"": 131.6414737701416, ""score"": 0.1233023926615715, ""name"": ""right_hip""}, {""y"": 462.6538467407226, ""x"": 490.5111312866211, ""score"": 0.05800565332174301, ""name"": ""left_knee""}, {""y"": 417.5824737548828, ""x"": 165.63392639160156, ""score"": 0.1265643835067749, ""name"": ""right_knee""}, {""y"": 365.1937484741211, ""x"": 400.7638931274414, ""score"": 0.07813505828380585, ""name"": ""left_ankle""}, {""y"": 358.7416076660156, ""x"": 191.38063430786133, ""score"": 0.10555912554264069, ""name"": ""right_ankle""}], ""score"": 0.5778821962220329}"
1,110.57161641800569,369.218342579702,0.27890317845746054,0.20936653329376867,157.28575706481934,8.485641479492188,"{""keypoints"": [{""y"": 264.60968017578125, ""x"": 285.3152656555176, ""score"": 0.4995700716972351, ""name"": ""nose""}, {""y"": 242.10449218750003, ""x"": 358.193359375, ""score"": 0.5880060791969299, ""name"": ""left_eye""}, {""y"": 199.84109878540036, ""x"": 256.0175895690918, ""score"": 0.5713890790939331, ""name"": ""right_eye""}, {""y"": 304.51839447021484, ""x"": 414.8838424682617, ""score"": 0.6399833559989929, ""name"": ""left_ear""}, {""y"": 207.72968292236325, ""x"": 217.34037399291992, ""score"": 0.5749706625938416, ""name"": ""right_ear""}, {""y"": 399.13028717041016, ""x"": 495.8405303955078, ""score"": 0.5453821420669556, ""name"": ""left_shoulder""}, {""y"": 357.3868179321289, ""x"": 128.98951530456543, ""score"": 0.7221106886863708, ""name"": ""right_shoulder""}, {""y"": 461.5047454833984, ""x"": 562.7179336547852, ""score"": 0.10593190044164658, ""name"": ""left_elbow""}, {""y"": 466.63368225097656, ""x"": 29.853646755218506, ""score"": 0.22606827318668365, ""name"": ""right_elbow""}, {""y"": 526.8935394287108, ""x"": 475.2363967895508, ""score"": 0.026143940165638924, ""name"": ""left_wrist""}, {""y"": 480.187873840332, ""x"": -2.482207417488098, ""score"": 0.051345180720090866, ""name"": ""right_wrist""}, {""y"": 477.83203124999994, ""x"": 497.5867462158203, ""score"": 0.10812071710824966, ""name"": ""left_hip""}, {""y"": 470.93631744384766, ""x"": 122.64829635620117, ""score"": 0.1001674085855484, ""name"": ""right_hip""}, {""y"": 449.9954223632812, ""x"": 476.763916015625, ""score"": 0.0332898385822773, ""name"": ""left_knee""}, {""y"": 465.1464080810547, ""x"": 198.0872344970703, ""score"": 0.21201243996620178, ""name"": ""right_knee""}, {""y"": 371.7405319213867, ""x"": 432.3487854003906, ""score"": 0.08370253443717957, ""name"": ""left_ankle""}, {""y"": 376.50020599365234, ""x"": 211.0525894165039, ""score"": 0.04132587090134621, ""name"": ""right_ankle""}], ""score"": 0.5088325324985716}"
1,109.91808678210575,369.07077376335565,0.26635223091321,0.28569739693688617,161.19346618652344,6.350574493408203,"{""keypoints"": [{""y"": 258.93306732177734, ""x"": 278.6594581604004, ""score"": 0.5160852074623108, ""name"": ""nose""}, {""y"": 237.83143997192386, ""x"": 354.77100372314453, ""score"": 0.6489812135696411, ""name"": ""left_eye""}, {""y"": 197.4898338317871, ""x"": 252.52355575561523, ""score"": 0.7348869442939758, ""name"": ""right_eye""}, {""y"": 299.6464538574219, ""x"": 416.8796920776367, ""score"": 0.528496265411377, ""name"": ""left_ear""}, {""y"": 205.51853179931643, ""x"": 219.03135299682617, ""score"": 0.457699179649353, ""name"": ""right_ear""}, {""y"": 399.0104675292969, ""x"": 495.5218505859375, ""score"": 0.5627458691596985, ""name"": ""left_shoulder""}, {""y"": 358.69773864746094, ""x"": 128.65931510925293, ""score"": 0.706118643283844, ""name"": ""right_shoulder""}, {""y"": 464.66991424560547, ""x"": 571.2611389160156, ""score"": 0.1314827799797058, ""name"": ""left_elbow""}, {""y"": 467.5172805786133, ""x"": 31.55895471572876, ""score"": 0.20609112083911896, ""name"": ""right_elbow""}, {""y"": 467.88124084472656, ""x"": 498.5451889038086, ""score"": 0.04654734954237938, ""name"": ""left_wrist""}, {""y"": 144.70851898193362, ""x"": 30.049874782562256, ""score"": 0.09007129818201065, ""name"": ""right_wrist""}, {""y"": 477.96237945556635, ""x"": 497.8257369995117, ""score"": 0.10139300674200058, ""name"": ""left_hip""}, {""y"": 413.44451904296875, ""x"": 127.66557693481445, ""score"": 0.09026295691728592, ""name"": ""right_hip""}, {""y"": 429.7642517089844, ""x"": 470.8440399169922, ""score"": 0.025877216830849648, ""name"": ""left_knee""}, {""y"": 465.33725738525385, ""x"": 188.69983673095703, ""score"": 0.2130526751279831, ""name"": ""right_knee""}, {""y"": 374.8199462890625, ""x"": 411.9963836669922, ""score"": 0.0794522687792778, ""name"": ""left_ankle""}, {""y"": 365.21995544433594, ""x"": 220.0779151916504, ""score"": 0.038648124784231186, ""name"": ""right_ankle""}], ""score"": 0.5082396798663669}"
1,100.25522834218819,361.9413531414428,0.29331657969486813,-0.17580228337677453,176.25312805175784,11.573610305786161,"{""keypoints"": [{""y"": 234.58766937255862, ""x"": 303.41678619384766, ""score"": 0.6719768643379211, ""name"": ""nose""}, {""y"": 177.02404022216794, ""x"": 329.14661407470703, ""score"": 0.7046107649803162, ""name"": ""left_eye""}, {""y"": 206.49932861328122, ""x"": 233.32220077514648, ""score"": 0.7643508315086365, ""name"": ""right_eye""}, {""y"": 182.49372482299805, ""x"": 375.48248291015625, ""score"": 0.7532103657722473, ""name"": ""left_ear""}, {""y"": 263.5343933105469, ""x"": 179.9062156677246, ""score"": 0.5852368474006653, ""name"": ""right_ear""}, {""y"": 367.0927429199219, ""x"": 493.782958984375, ""score"": 0.6912609338760376, ""name"": ""left_shoulder""}, {""y"": 368.93688201904297, ""x"": 131.84630393981934, ""score"": 0.6276847720146179, ""name"": ""right_shoulder""}, {""y"": 487.9281616210937, ""x"": 612.5069046020508, ""score"": 0.08031459897756577, ""name"": ""left_elbow""}, {""y"": 486.106948852539, ""x"": 12.632596492767334, ""score"": 0.08616985380649567, ""name"": ""right_elbow""}, {""y"": 471.7091369628906, ""x"": 485.3480911254883, ""score"": 0.03737620636820793, ""name"": ""left_wrist""}, {""y"": 389.3901062011719, ""x"": 97.98107147216797, ""score"": 0.008818808011710644, ""name"": ""right_wrist""}, {""y"": 517.2225952148436, ""x"": 491.36959075927734, ""score"": 0.08148647099733353, ""name"": ""left_hip""}, {""y"": 527.8591537475585, ""x"": 245.63894271850586, ""score"": 0.03968694433569908, ""name"": ""right_hip""}, {""y"": 458.4800720214843, ""x"": 511.83536529541016, ""score"": 0.03830501064658165, ""name"": ""left_knee""}, {""y"": 465.42369842529297, ""x"": 208.30774307250977, ""score"": 0.1397036761045456, ""name"": ""right_knee""}, {""y"": 206.84955596923828, ""x"": 365.5128479003906, ""score"": 0.022827591747045517, ""name"": ""left_ankle""}, {""y"": 282.1322250366211, ""x"": 298.6882781982422, ""score"": 0.07821806520223618, ""name"": ""right_ankle""}], ""score"": 0.6854759114129203}"
